IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
330420;RJ;RESENDE;6923046;CENTRO DE ESPECIALIDADES ODONTOLOGICAS CIDADE ALEGRIA;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;;29178233000160;M;AVENIDA DAS MANGUEIRAS;S/N;CIDADE ALEGRIA;27525260;-22.47957;-44.49226
330420;RJ;RESENDE;6278256;MARCELO PINTO MAXIMO BALIEIRO;MARCELO PINTO MAXIMO BALIEIRO;;;M;AVENIDA TENENTE CORONEL ADALBERTO MENDES;235;VILA JULIETA;27521130;-22.46995;-44.46027
330420;RJ;RESENDE;5981301;CLAUDIA RODRIGUES TEIXEIRA DUQUE;CLAUDIA RODRIGUES TEIXEIRA DUQUE;;;M;AVENIDA TENENTE CORONEL MENDES;235;MANEJO;27511970;-22.47099;-44.46505
330420;RJ;RESENDE;6584683;ASSOCIACAO PESTALOZZI CONSULTORIO ISOLADO;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;;29178233000160;M;RUA CORONEL ROCHA SANTOS;656;JARDIM BRASILIA II;27515000;-22.47604;-44.45842
330420;RJ;RESENDE;3703940;PLINIO ABREU COELHO JUNIOR;PLINIO ABREU COELHO JUNIOR;;;M;RUA WASHINGTON LUIS;120;VILA JULIETA;27520290;-22.47179;-44.46381
330420;RJ;RESENDE;6564011;CLINICA DE DIAGNOSTICO POR IMAGEM FETUS;DANIELLE BERAN MEDELLA;11873521000170;;M;AVENIDA GENERAL AFONSECA;166;VILA JULIETA;27520172;-22.47079;-44.45776
330420;RJ;RESENDE;7026447;ANGELICA E KATIA CLINICA DE DIAGNOSTICO LTDA;ANGELICA E KATIA CLINICA DE DIAGNOSTICO LTDA;14843089000162;;M;RUA HONORIO ALMEIDA PAIVA;240;JARDIM JALISCO;27510260;-22.46500;-44.45842
330420;RJ;RESENDE;6789978;EDUARDO LOYOLA VILLAS BOAS;EDUARDO LOYOLA VILLAS BOAS;;;M;AVENIDA GENERAL AFFONSECA;166;VILA JULIETA;27520173;-22.47051;-44.45787
330420;RJ;RESENDE;6605796;FEMAG ODONTOLOGIA;F S SANTOS FONSECA;11934117000169;;M;AVENIDA ALBINO DE ALMEIDA;232;CAMPOS ELISEOS;27542070;-22.46366;-44.44820
330420;RJ;RESENDE;7035144;PRONTO ATENDIMENTO DO PARAISO VEREADOR JOEL PACHECO;SECRETARIA DE SAUDE DE RESENDE;;29178233000160;M;RUA SAO JUDAS TADEU;49;PARAISO;27535170;-22.45436;-44.43369
330420;RJ;RESENDE;6288499;DANIELA NESTI FERREIRA;DANIELA NESTI FERREIRA;;;M;AVENIDA WASHINGTON LUIS;120;VILA JULIETA;27511060;-22.47164;-44.46345
330420;RJ;RESENDE;5875021;SIMONE FARIA DE REZENDE NETTO;SIMONE FARIA DE REZENDE NETTO;;;M;AVENIDA SATURNINO BRAGA;369;JARDIM JALISCO;27511300;-22.46632;-44.45141
330420;RJ;RESENDE;6284124;KARINE CARVALHO DE SOUZA EYNG;KARINE CARVALHO DE SOUZA EYNG;;;M;RUA WASHINGTON LUIS;120;VILA JULIETA;27520290;-22.47161;-44.46350
330420;RJ;RESENDE;6958036;SALA DE PROCEDIMENTOS CIRURGICOS MONTE SINAI LTDA;SALA DE PROCEDIMENTOS CIRURGICOS MONTE SINAI LTDA;10733538000169;;M;RUA WASHINGTON LUIS;120;VILA JULIETA;27511970;-22.47186;-44.46358
330420;RJ;RESENDE;6287875;BARCITA RECHUAN;BARCITA RECHUAN;;;M;RUA WASHINGTON LUIS;120;VILA JULIETA;27520290;-22.47157;-44.46335
330420;RJ;RESENDE;5875013;LIDIANE GANDOLPHO DA ROCHA;LIDIANE GANDOLPHO DA ROCHA;;;M;RUA WASHINGTON LUIS;120;VILA JULIETA;27520290;-22.47234;-44.46335
330420;RJ;RESENDE;6367283;DERMAPED;DERMAPED CLINICA DE DERMATOLOGIA E PEDIATRIA LTDA;11041767000185;;M;RUA WASHINGTON LUIS;120;VILA JULIETA;27520290;-22.47167;-44.46354
330420;RJ;RESENDE;6380387;RS FISIOCLIN;RS FIOSIOCLIN FISIOTERAPIA LTDA;10175527000100;;M;RUA NELSON GODOY;44;PARAISO;27536040;-22.45832;-44.43607
330420;RJ;RESENDE;6662412;MARCUS MAURICIO GASPAR FERNANDES;MARCUS MAURICIO GASPAR FERNANDES;;;M;AVENIDA GOVERNADOR PORTELA;500;VILA JULIETA;27511970;-22.47228;-44.45894
330420;RJ;RESENDE;6847331;CEREST RESENDE;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;;29178233000160;M;AVENIDA TENENTE CORONEL ADALBERTO MENDES;888;VILA JULIETA;27511970;-22.46565;-44.44596
330420;RJ;RESENDE;6801986;CAROLINA VILLELA DA ROCHA MIRANDA;CAROLINA VILLELA DA ROCHA MIRANDA;;;M;AVENIDA GOVERNADOR PORTELA;500;VILA JULIETA;27511970;-22.47275;-44.46282
330420;RJ;RESENDE;6802354;NEUROSUL;NEUROSUL SERVICOS NEUROLOGICOS DO SUL FLUMINENSE LTDA;12675300000150;;M;AVENIDA GENERAL AFONSECA;1317;VILA JULIETA;27520175;-22.47647;-44.46464
330420;RJ;RESENDE;6628540;RESENSALVI SERVICOS MEDICOS LTDA;RESENSALVI SERVICOS MEDICOS LTDA;12467373000156;;M;AVENIDA GOVERNADOR PORTELA;500;VILA JULIETA;27511970;-22.47258;-44.46214
330420;RJ;RESENDE;6460364;ROGERIO GERHARD DA GAMA CLINICA MEDICA E HOMEOPATICA;ROGERIO GERHARD DA GAMA CLINICA MEDICA E HOMEOPATICA;11419383000153;;M;AVENIDA GOVERNADOR PORTELA;500;MANEJO;27520252;-22.47251;-44.46213
330420;RJ;RESENDE;6650988;MEDMIND;MEDMIND SERVICOS MEDICOS ESPECIALIZADOS LTDA;12515843000100;;M;RUA DRA RAPHAELA MARIA BRUNO;44;JARDIM JALISCO;27511970;-22.46617;-44.45624
330420;RJ;RESENDE;6799159;CLAUDIA APARECIDA DE CASTILHO;CLAUDIA APARECIDA DE CASTILHO;;;M;AVENIDA GOVERNADOR PORTELA;500;VILA JULIETA;27520252;-22.47277;-44.46260
330420;RJ;RESENDE;6800211;MELISSA SIMOES DA SILVA;MELISSA SIMOES DA SILVA;;;M;AVENIDA GOVERNADOR PORTELA;500;VILA JULIETA;27511970;-22.47250;-44.46242
330420;RJ;RESENDE;6680283;DISPENSARIO CENTRAL DE MEDICAMENTOS;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;;29178233000160;M;RUA DOUTOR JOAO MAIA;42;CENTRO;27511070;-22.46913;-44.44635
330420;RJ;RESENDE;6591965;MARIA INEZ BERNARDES;MARIA INEZ BERNARDES;;;M;RUA DOUTOR COSTA LOBO;85;MONTESE;27541020;-22.46443;-44.44298
330440;RJ;RIO CLARO;6231810;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;;29051216000168;M;AV JOAO BATISTA PORTUGAL;289;GUARITA;27460000;-22.723;-44.136
330440;RJ;RIO CLARO;6232205;ESF RIO CLARO MODULO I;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;;29051216000168;M;RUA VICENTE PANAINO;S/N;GUARITA;27460000;-22.723;-44.136
330440;RJ;RIO CLARO;6457827;DEPARTAMENTO DE VIGILANCIA EM SAUDE;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;;29051216000168;M;RUA VICENTE PANAINO;977;GUARITA;27460000;-22.723;-44.136
330440;RJ;RIO CLARO;6231659;UNIDADE MEDICO HOSPITALAR PADRE ALFREDO OELKERS;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;;29051216000168;M;RODOVIA SATURNINO BRAGA;S/N;LIDICE;27475000;-22.56334;-44.16951
330440;RJ;RIO CLARO;6457819;CONTROLE AVALIACAO E AUDITORIA;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;;29051216000168;M;RUA VICENTE PANAINO;977;GUARITA;27460000;-22.723;-44.136
330440;RJ;RIO CLARO;6232124;ESF PASSA TRES;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;;29051216000168;M;RUA VICTOR KONDER;65;3 DISTRITO;27470000;-22.723;-44.136
330450;RJ;RIO DAS FLORES;2268280;ESTRATEGIA DA SAUDE DA FAMILIA DE MANOEL DUARTE;PREFEITURA MUNICIPAL DE RIO DAS FLORES;;29179454000153;M;RUA PROJETADA;46;MANOEL DUARTE;27660000;-22.168;-43.586
330450;RJ;RIO DAS FLORES;6731767;ESTRATEGIA DA SAUDE DA FAMILIA ELIAS KALIL RISTUM;PREFEITURA MUNICIPAL DE RIO DAS FLORES;;29179454000153;M;RUA PRIMEIRO DE MAIO;12;CONJ HAB GOV ANTO;27660000;-22.168;-43.586
330450;RJ;RIO DAS FLORES;6576524;SECRETARIA MUNICIPAL DE SAUDE DE RIO DAS FLORES;PREFEITURA MUNICIPAL DE RIO DAS FLORES;;29179454000153;M;JOAO RIBEIRO DE CARVALHO;40;INGLESES;27660000;-22.16826;-43.57924
330452;RJ;RIO DAS OSTRAS;7001827;CLINICA ODONTOLOGICA INOVARE;MMS CLINICA ODONTOLOGICA LTD ME;25447655000133;;M;RUA FLAMENGO;754;NOVO RIO DAS OSTRAS;28893735;-22.52159;-41.94432
330452;RJ;RIO DAS OSTRAS;6799884;ELEMIO;ELEMIO SERVICOS MEDICOS LTDA;05545244000254;;M;RODOVIA AMARAL PEIXOTO;4741;CENTRO;28893076;-22.52692;-41.94489
330452;RJ;RIO DAS OSTRAS;6321739;LAURA NOBRE DE AZEVEDO NOVAES;LAURA NOBRE DE AZEVEDO NOVAES;;;M;RUA PERNAMBUCO;59;EXTENSAO DO BOSQUE;28893331;-22.52781;-41.95313
330452;RJ;RIO DAS OSTRAS;6862977;SER HUMANO CLINICA DE APRENDIZAGEM;SER HUMANO CLINICA DE APRENDIZAGEM LTDA ME;13933047000150;;M;AVENIDA CIDADE DE CAMPOS;S/N;JARDIM MARILEA;28896037;-22.50787;-41.92824
330452;RJ;RIO DAS OSTRAS;6926436;CLINMED;OSTRACLIN MEDICINA E SAUDE LTDA;12820920000135;;M;RUA NOVA IGUACU;668;ATLANTICA;28895880;-22.49855;-41.92660
330452;RJ;RIO DAS OSTRAS;6926975;CENTRO ODONTOLOGICO DRA PAULA BAETA;PAULA REGINA BAETA DE ALMEIDA;;;M;RODOVIA AMARAL PEIXOTO;446;NOVA ESPERANCA;28893588;-22.52139;-41.93455
330452;RJ;RIO DAS OSTRAS;6768679;ESPACO FISIO;ESPACO FISIO FISIOTERAPIA LTDA ME;13459845000191;;M;RUA NITEROI;281;JARDIM MARILEA;28896061;-22.51190;-41.93490
330452;RJ;RIO DAS OSTRAS;6562442;DERMOCLIN;SOUZA E ARAUJO CLINICA MEDICA DE RIO DAS OSTRAS LTDA;10989544000181;;M;AV NOVO RIO DAS OSTRAS;226;NOVO RIO DAS OSTRAS;28893410;-22.52349;-41.94135
330452;RJ;RIO DAS OSTRAS;6730728;STUDIO MOVPILATES;MOVPILATES CLINICA DE REABILITACAO LTDA;10406012000174;;M;RUA NITEROI;1455;JD MARILEA;28895886;-22.50470;-41.93155
330452;RJ;RIO DAS OSTRAS;6505635;CLINICA ENERGIA VITAL;ASSOC DE USUA E PROF DE TERAPIAS CORPORAIS DE R OSTRAS;03035556000101;;M;RUA NITEROI;1455;JARDIM MARILEA;28895886;-22.50444;-41.93148
330452;RJ;RIO DAS OSTRAS;6161146;LABORATORIO BIOMEDI;BIOMEDI LABORATORIO DE ANALISES CLINICAS LTDA;10358676000105;;M;RUA RAUL DE OLIVEIRA RODRIGUES;60;CENTRO;28893076;-22.52653;-41.94118
330452;RJ;RIO DAS OSTRAS;6859038;ARIANA JULIA TEIXEIRA TSIRAKIS;ARIANA JULIA TEIXEIRA TSIRAKIS;;;M;RUA NOVA IGUACU;668;ATLANTICA;28895880;-22.49764;-41.92839
330060;RJ;BOM JESUS DO ITABAPOANA;5917964;NASF 1;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DO ITABAPOANA;;28812972000361;M;RUA PHYLOMENA CYRILLO;50;CENTRO;28360000;-21.134;-41.68
330452;RJ;RIO DAS OSTRAS;6079512;VIRGINIA VALE FERREIRA;VIRGINIA VALE FERREIRA;;;M;RUA PAULO VIANA;31;CENTRO;28893458;-22.52470;-41.93940
330452;RJ;RIO DAS OSTRAS;6835546;CENTRUS CENTRO DE ULTRASSONOGRAFIA;SACRE CIA LIMITADA;00915998000154;;M;AVENIDA NOVO RIO DAS OSTRAS;250;NOVO RIO DA OSTRAS;28893410;-22.52270;-41.94234
330452;RJ;RIO DAS OSTRAS;6144217;SANDRA REGINA GUIMARAES DEUD;SANDRA REGINA GUIMARAES DEUD;;;M;RUA PERNANBUCO;59;EXTENSAO DO BOSQUE;28893331;-22.52843;-41.95313
330452;RJ;RIO DAS OSTRAS;6202039;RITA DE CASSIA GOMES;RITA DE CASSIA GOMES;;;M;ALAMEDA CASIMIRO DE ABREU;292;CENTRO;28893068;-22.52472;-41.94009
330452;RJ;RIO DAS OSTRAS;6202071;INSPIRAR REABILITACAO ESPECIALIZADA;CLINICA SANTA MARIA DE FISIOTERAPIA LTDA ME;01824589000105;;M;RUA VICENTE VIANA;33;NOVO RIO DAS OSTRAS;28893467;-22.52454;-41.93779
330452;RJ;RIO DAS OSTRAS;6636578;PROCARDIOS;LOUREDO RODRIGUES SERVICOS MEDICOS LTDA;09333798000249;;M;AVENIDA GOV ROBERTO SILVEIRA;S/N;COSTAZUL;28895266;-22.51545;-41.92573
330452;RJ;RIO DAS OSTRAS;6586791;ROSANA GOMES CARDOSO;ROSANA GOMES CARDOSO;;;M;RUA RIO GRANDE DO NORTE;S/N;EXTENSAO DO BOSQUE;28893117;-22.52793;-41.95708
330452;RJ;RIO DAS OSTRAS;6424317;CLAUDIA SUZANA REIS DA CUNHA;CLAUDIA SUZANA REIS DA CUNHA;;;M;RUA PAULO VIANA;31;CENTRO;28893458;-22.52478;-41.93949
330452;RJ;RIO DAS OSTRAS;6116043;LARA CRISTINA PEREIRA CHACAR;LARA CRISTINA PEREIRA CHACAR;;;M;RUA LENI PEREIRA MELO;160;CENTRO;28893099;-22.52639;-41.94532
330452;RJ;RIO DAS OSTRAS;6916260;LUCIARA LEIROS DOS SANTOS LIMA VASCONCELOS;LUCIARA LEIROS DOS SANTOS LIMA VASCONCELOS;;;M;RUA PAULO VIANA;31;NOVO RIO DAS OSTRAS;28893458;-22.52478;-41.93934
330452;RJ;RIO DAS OSTRAS;6646220;CENTRO DE OLHOS DE RIO DAS OSTRAS;ROGERIO DE OLIVEIRA PAULO;;;M;RUA PAULO VIANA;31;CENTRO;28893458;-22.52468;-41.93953
330452;RJ;RIO DAS OSTRAS;6652085;HS ENDOSCOPIA;H SCHWARTZ SERV DE GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA;11006671000186;;M;AVENIDA ROBERTO SILVEIRA;823;COSTAZUL;28894170;-22.51537;-41.92597
330452;RJ;RIO DAS OSTRAS;6465668;DYANGELA LABORATORIO DE ANALISES CLINICAS;DYANGELA LAB DE ANALISES CLINICAS DE RIO DAS OSTRAS EIRELI;08314462000195;;M;RUA BANGU;43;LIBERDADE;28893443;-22.52165;-41.93878
330452;RJ;RIO DAS OSTRAS;6565484;MARIA TERESA GOMES BOECHEM;MARIA TERESA GOMES BOECHEM;;;M;RUA PAULO VIANA;31;CENTRO;28893458;-22.52470;-41.93940
330452;RJ;RIO DAS OSTRAS;6123953;TATIANE LOPES RAMOS DE CARVALHO;TATIANE LOPES RAMOS DE CARVALHO;;;M;RUA JORGE ULRICK;327;COSTAZUL;28895262;-22.51596;-41.93059
330452;RJ;RIO DAS OSTRAS;6664199;ROY GREGORIO PEREIRA MASCARENHAS;ROY GREGORIO PEREIRA MASCARENHAS;;;M;RUA LENI PEREIRA MELLO;91;BALNEARIO REMANSO;28893099;-22.52468;-41.93942
330452;RJ;RIO DAS OSTRAS;6593968;LABORATORIO CARVALHAES;C C CRVALHAES;01654924000174;;M;AVENIDA NOVO RIO DAS OSTRAS;45;CENTRO;28893410;-22.52423;-41.94086
330452;RJ;RIO DAS OSTRAS;6676006;ALLAN CORDOEIRA BEZERRA;ALLAN CORDOEIRA BEZERRA;;;M;AV NOVO RIO DAS OSTRAS;262;NOVO RIO DAS OSTRAS;28893410;-22.52167;-41.94329
330452;RJ;RIO DAS OSTRAS;6422608;SECRETARIA MUNICIPAL DE SAUDE DE RIO DAS OSTRAS;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;;39223581000166;M;RUA ETHELBERTO FONTES;S/N;JARDIM CAMPOMAR;28899440;-22.48816;-41.91335
330452;RJ;RIO DAS OSTRAS;6770061;ESPACO CASA AZUL;ESPACO CASA AZUL INSTITUTO DE BELEZA E ESTETICA LTDA ME;11335071000161;;M;RUA JOVEM VIANA;280;CENTRO;28893452;-22.52637;-41.93968
330452;RJ;RIO DAS OSTRAS;6069134;HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;;39223581000166;M;RUA NILDON LUSTOSA;S/N;PARQUE ZABULAO;28893800;-22.51687;-41.94337
330452;RJ;RIO DAS OSTRAS;6128009;ELIZABETH SOARES KLEINSCHMIDT;ELIZABETH SOARES KLEINSCHMIDT;;;M;ALM CARLOS LACERDA;5131;NOVO RIO DAS OSTRAS;28893076;-22.51982;-41.93344
330452;RJ;RIO DAS OSTRAS;6144209;CLIMED;J G NETTO CENTRO CLINICO E COMPORTAMENTAL LTDA ME;24688146000130;;M;RUA MAYER;63;NOVO RIO DAS OSTRAS;28893419;-22.52351;-41.94095
330452;RJ;RIO DAS OSTRAS;6116566;MARIA CONCEICAO DOS SANTOS MELO;MARIA CONCEICAO DOS SANTOS MELO;;;M;RUA ELBA DE PADUA LIMA;81;CENTRO;28893890;-22.52555;-41.94559
330200;RJ;ITAGUAI;7043341;ESPACO CLINICO COSTA VERDE;ECCV ESPACO CLINICO COSTA VERDE ITAGUAI LTDA ME;10651885000142;;M;RUA PROTOGENES GUIMARAES;15;CENTRO;23810740;-22.90114;-43.86015
330205;RJ;ITALVA;6188389;FISIOCENTER;MAC FISIOTERAPIA LTDA;04728394000150;;M;RUA DIVA ROMANO;151;CENTRO;28250000;-21.42466;-41.69105
330205;RJ;ITALVA;6311490;LACITA LABORATORIO DE ANALISES CLINICAS DE ITALVA;L S PINHEIRO;07161561000111;;M;AV CEL LUIS SALLES;208;CENTRO;28250000;-21.42470;-41.69105
330210;RJ;ITAOCARA;6284957;CLIMAGEM DIAGNOSTICO POR IMAGEM;CLIMAGEM LTDA;01814019000215;;M;RUA NILO PECANHA;564;CENTRO;28570000;-21.66972;-42.07914
330210;RJ;ITAOCARA;6623166;GERENCIA DE REGULACAO CONTROLE AVALIACAO E AUDITORIA;MUNICIPIO DE ITAOCARA;;28615557000156;M;PASTOR JOSE HENRIQUE DA MATA;350;CAXIAS;28570000;-21.679;-42.082
330210;RJ;ITAOCARA;6985599;CENTRO DE ASSISTENCIA E CONVIVENCIA DO IDOSO ITAOCARESNE;MUNICIPIO DE ITAOCARA;;28615557000156;M;RUA CORONEL PITA DE CASTRO;327;CENTRO;28570000;-21.66784;-42.08089
330210;RJ;ITAOCARA;6812120;CREFISA CLINICA DE REABILITACAO FISIOTERAPICA LTDA;CREFISA CLINICA DE REABILITACAO FISIOTERAPICA LTDA;07088124000110;;M;RUA BENEDITO PEREIRA DE SOUZA;184;CENTRO;28570000;-21.679;-42.082
330220;RJ;ITAPERUNA;6946402;ATLHETIC STUDIO DE PILATES E FISIOTERAPIA;ATLHETIC STUDIO DE PILATES E FISIOTERAPIA;14058263000166;;M;AV CARDOSO MOREIRA SALA 307;193;CENTRO;28300000;-21.16944;-42.10166
330220;RJ;ITAPERUNA;5926890;GLYCERIO PROBA SOARES;GLYCERIO PROBA SOARES;;;M;RUA JULIO CESAR;39;VINHOSA;28300000;-21.16944;-42.10166
330220;RJ;ITAPERUNA;6815162;CONSULTORIO DE DANIELA MENDONCA SUETH;DANIELA MENDONCA SUETH;;;M;RUA 10 DE MAIO;626;CENTRO;28300000;-21.19958;-41.89606
330220;RJ;ITAPERUNA;6462545;CAPSI;CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL;;28916716000152;M;CASEMIRO DE ABREU;343;AEROPORTO;28300000;-21.20006;-41.89771
330220;RJ;ITAPERUNA;6688306;CCV;CCV SERVICOS MEDICOS LTDA;06300078000108;;M;RUA PADRE HUMBERTO LINDELAUF;374;CIDADE NOVA;28300000;-21.20044;-41.90447
330220;RJ;ITAPERUNA;5920434;WELLINGTON LUIZ RODRIGUES MAGALHAES;WELLINGTON LUIZ RODRIGUES MAGALHAES;;;M;RUA THOMAZ T DOS SANTOS;98;PRESIDENTE COSTA E S;28300000;-21.20044;-41.90447
330220;RJ;ITAPERUNA;6737269;LABORATORIO DE ANALISES CLINICAS DR ROBERTO DA SILVA BRAGA;LABORATORIO DE ANALISES CLINICAS DR ROBERTO DA SILVA BRAGA;27200377000140;;M;RUA RUI BARBOSA;255;CENTRO;28300000;-21.20207;-41.89184
330220;RJ;ITAPERUNA;6358977;GASTRO ITA LTDA ME;GASTRO ITA LTDA ME;10623186000199;;M;RUA CEL LUIZ FERRAZ;397;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;6669441;CAETANO E ARAUJO;CAETANO E ARAUJO SERVICOS MEDICOS;10328811000170;;M;RUA CEL LUIZ FERRAZ;397;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;6869580;FEMA;FEMA SERVICOS ANESTESICOS LTDA;02970900000197;;M;RUA RUI BARBOSA;383;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;6706045;SERVICOS H C;SERVICOS CARDIOLOGICOS H C LTDA;02966512000132;;M;RUA CEL LUIZ FERRAZ;397;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;5919835;HAROLDO BARBOSA BASTOS FILHO;HAROLDO BARBOSA BASTOS FILHO;;;M;AVENIDA CARDOSO MOREIRA;322;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;6573754;ULTRASSONOGRAFIA SAO JOSE DE ITAPERUNA LTDA;ULTRASSONOGRAFIA SAO JOSE DE ITAPERUNA LTDA;11889842000162;;M;RUA CEL LUIZ FERRAZ;397;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;6582060;CENTRO DE MEDICINA HIPERBARICA;CENTRO DE MEDICINA HIPERBARICA DE ITAPERUNA LTDA;11406011000192;;M;RUA CEL LUIZ FERRAZ;479;CENTRO;28300000;-21.20410;-41.89084
330220;RJ;ITAPERUNA;6358942;CONSULTORIO DE MARCO AURELIO BASTOS GUERRA;MARCO AURELIO BASTOS GUERRA;;;M;RUA ASSIS RIBEIRO;26;CENTRO;28300000;-21.20534;-41.89247
330220;RJ;ITAPERUNA;6358950;CONSULTORIO DE MARIA TEREZINHA PADILHA;MARIA TEREZINHA VINHOSA PADILHA;;;M;RUA 10 DE MAIO;434;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6806201;CLINICA SAO PIO;SAO PIO COMERCIO DE PRODUTOS HOSPITALARES E SERVICOS LTDA;13319810000157;;M;RUA DEZ DE MAIO;515;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;5915678;DENISE CESAR RODRIGUES;DENISE CESAR RODRIGUES;;;M;RUA 10 DE MAIO;626;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;5920418;SAVIO BOECHAT PRIMO DE SIQUEIRA;SAVIO BOECHAT PRIMO DE SIQUEIRA;;;M;SATIRO GARIBALDI;255;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6330495;NASF COSTA E SILVA;NUCLEO DE APOIO A SAUDE DA FAMILIA COSTA E SILVA;;28916716000152;M;AVENIDA PRESIDENTE DUTRA;1850;PRESIDENTE COSTA E S;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6855334;UPA ITAPERUNA;UNIDADE DE PRONTO ATENDIMENTO DE ITAPERUNA;;28916716000152;M;RUA E;01;CIDADE NOVA;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6865933;CONSULTORIO DE ROBERTA PORTUGAL HENRIQUES MAGGINI;CONSULTORIO DE ROBERTA PORTUGAL HENRIQUES MAGGINI;;;M;RUA 10 DE MAIO;604;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6342329;ENDOGINF;ENDOGINF ENDOSCOPIA GINECOLOGICA NORTE FLUMINENSE LTDA;09485396000189;;M;RUA 10 DE MAIO;604;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6358926;CONSULTORIO DE HORACIO DE PAULA NOGUEIRA;HORACIO DE PAULA NOGUEIRA;;;M;RUA DEZ DE MAIO;626;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;5043514;HERCY BASTOS DE NOVAES;HERCY BASTOS DE NOVAES;;;M;RUA 10 DE MAIO;626;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;5920310;SAMAENE VINHOSA SIMAO;SAMAENE VINHOSA SIMAO;;;M;RUA GALDINO LESSA;79;CENTRO;28300000;-21.20652;-41.88956
330220;RJ;ITAPERUNA;6853730;CRISTIANE GOMES DA SILVA ARAUJO;CRISTIANE GOMES DA SILVA ARAUJO;;;M;RUA RUI BARBOSA;383;CENTRO;28300000;-21.20652;-41.88956
330575;RJ;TANGUA;7269749;CENTRAL DE REGULACAO DE TANGUA;SECRETARIA MUNICIPAL DE SAUDE;;01612089000100;M;RUA MANOEL JOAO GONCALVES;1073;CENTRO;24890000;-22.73514;-42.72407
330575;RJ;TANGUA;7269757;SECRETARIA MUNICIPAL DE SAUDE DE TANGUA;MUNICIPIO DE TANGUA;;01612089000100;M;RUA DOMINGOS MANHAES;284;CENTRO;24890000;-22.73688;-42.71720
330070;RJ;CABO FRIO;6811957;ADRIANA LEAO LOPES;ADRIANA LEAO LOPES;;;M;RUA CASEMIRO DE ABREU;367;CENTRO;28905000;-22.88100;-42.02234
330080;RJ;CACHOEIRAS DE MACACU;2289717;UBS MARUBAI;SMSDC DE CACHOEIRAS DE MACACU;;05572405000118;M;EST DE MARUBAI;S/N;MARUBAI;28685000;-22.46300;-42.65300
330100;RJ;CAMPOS DOS GOYTACAZES;2286467;UNIDADE BASICA DE SAUDE CAMBAIBA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;;29247491000151;M;ESTRADA DE CAMBAIBA;S/N;CAMBAIBA;28021455;-21.78486;-41.23680
330120;RJ;CARMO;6208096;LABORATORIO MICROLAB 2000;LABORATORIO MICROLAB 2000 LTDA;03559802000124;;M;RUA MARTINHO CAMPOS;185;CENTRO;28640000;-21.93080;-42.60939
330140;RJ;CONCEICAO DE MACABU;6014453;JOSE SEBASTIAO DE CASTRO;JOSE SEBASTIAO DE CASTRO;;;M;ESTRADA SAO DOMINGOS;1;BOCAINA;28740000;-22.10130;-41.86709
330180;RJ;ENGENHEIRO PAULO DE FRONTIN;2277042;UNIDADE DE SAUDE DA FAMILIA DA AGUADA;SMS ENGENHEIRO PAULO DE FRONTIN;;29079480000100;M;ESTRADA DE SACRA FAMILIA;1795;AGUADA;26650000;-22.55;-43.678
